000			Story of Legends
003-013-041	Groenlandia
003-013-042	Nueva York
003-013-043	NASA
003-013-044	Islas Bermudas
003-013-045	Brasil
003-013-046	Continente flotante
003-013-047	Luna
003-014		Los reinos de akus
003-014-000	Corea
003-014-001	Mongolia
003-014-002	China
003-014-003	Tailandia
003-014-004	Camboya
003-014-005	Filipinas
003-014-006	Japón
003-014-007	Australia
003-014-008	Singapur
003-014-009	Maldivas
003-014-010	India
003-014-011	Nepal
003-014-012	Dubái
003-014-013	Arabia Saudí
003-014-014	Kenia
003-014-015	Madagascar
003-014-016	Sudáfrica
003-014-017	Ghana
003-014-018	Sáhara
003-014-019	Egipto
003-014-020	Turquía
003-014-021	Rusia
003-014-022	Grecia
003-014-023	Italia
003-014-024	Mónaco
003-014-025	España
003-014-026	Francia
003-014-027	Alemania
003-014-028	Dinamarca
003-014-029	Monte Aku
003-014-030	Noruega
003-014-031	Reino Unido
003-014-032	Groenlandia
003-014-033	Canadá
003-014-034	Nueva York
003-014-035	Islas Bermudas
003-014-036	Jamaica
003-014-037	Colombia
003-014-038	Brasil
003-014-039	Argentina
003-014-040	Machu Picchu
003-014-041	Isla de Pascua
003-014-042	México
003-014-043	NASA
003-014-044	Las Vegas
003-014-045	Hollywood
003-014-046	Alaska
003-014-047	Hawái
003-014-048	Luna
003-015		CotC Ch.1 Zombie
003-015-000	Tierra
003-015-001	Marte
003-015-002	Júpiter
003-015-003	Saturno
003-015-004	Venus
003-015-005	Mercurio
003-015-006	Sol
003-015-007	Urano
003-015-008	Neptuno
003-015-009	Tritón
003-015-010	Plutón
003-015-011	Rectángulo Rojo
003-015-012	Nebulosa Esquimal
003-015-013	Nebulosa Gatojo
003-015-014	Nebulosa Huevo
003-015-015	Nebulosa Calabaz
003-015-016	Altair
003-015-017	Sirio
003-015-018	Canopus
003-015-019	Vega
003-015-020	Aldebarán
003-015-021	Betelgeuse
003-015-022	Deneb
003-015-023	Bar Cósmico
003-015-024	Estrella Vegetal
003-015-025	Kaito
003-015-026	Magallánico
003-015-027	Buutara
003-015-028	Moskandag
003-015-029	Regina
003-015-030	Tallarínex IV
003-015-031	Ciruelurno
003-015-032	Darararah
003-015-033	Vengachao
003-015-034	Mertoz
003-015-035	Urura
003-015-036	Aguham
003-015-037	Somolón
003-015-038	Ababwa
003-015-039	Titán
003-015-040	Skelet
003-015-041	Gorigori
003-015-042	Brotón
003-015-043	Estrella Carmesí
003-015-044	Nébula N77
003-015-045	Andrómeda
003-015-046	Agujero Negro
003-015-047	El Big Bang

004			Extra Stages
004-000		Cultivo Verde
004-000-000	Festival de Fruta Felina
004-000-001	Festival de Fruta Felina
004-000-002	Festival de Fruta Felina
004-001		Cultivo Morado
004-001-000	Festival de Fruta Felina
004-001-001	Festival de Fruta Felina
004-001-002	Festival de Fruta Felina
004-002		Cultivo Rojo
004-002-000	Festival de Fruta Felina
004-002-001	Festival de Fruta Felina
004-002-002	Festival de Fruta Felina
004-003		Cultivo Azul
004-003-000	Festival de Fruta Felina
004-003-001	Festival de Fruta Felina
004-003-002	Festival de Fruta Felina
004-004		Cultivo Amarillo
004-004-000	Festival de Fruta Felina
004-004-001	Festival de Fruta Felina
004-004-002	Festival de Fruta Felina
004-005		De Mal en Peor
004-005-000	Paraíso Condenado (Demencial)
004-006		Día del Juicio Final
004-006-000	Obras de Misidiós (Demencial)
004-007		Tecnoneurosis
004-007-000	Espacio Espacial (Demencial)
004-008		Bufé de Fruta Felina
004-008-000	A Ponerse Morados (Difícil)
004-009		Bufé de Fruta Felina
004-009-000	Rojo Pasión (Difícil)
004-010		Bufé de Fruta Felina
004-010-000	Sangre Azul (Difícil)
004-011		Bufé de Fruta Felina
004-011-000	Rayos Dorados (Difícil)
004-012		Bufé de Fruta Felina
004-012-000	A Ponerse Morados (Experto)
004-013		Bufé de Fruta Felina
004-013-000	Rojo Pasión (Experto)
004-014		Bufé de Fruta Felina
004-014-000	Sangre Azul (Experto)
004-015		Bufé de Fruta Felina
004-015-000	Rayos Dorados (Experto)
004-016		Bufé de Fruta Felina
004-016-000	A Ponerse Morados (Demencial)
004-017		Bufé de Fruta Felina
004-017-000	Rojo Pasión (Demencial)
004-018		Bufé de Fruta Felina
004-018-000	Sangre Azul (Demencial)
004-019		Bufé de Fruta Felina
004-019-000	Rayos Dorados (Demencial)
004-020		Bufé de Fruta Felina
004-020-000	Festival de Fruta Felina
004-020-001	Festival de Fruta Felina
004-020-002	Festival de Fruta Felina
004-021		Moneko Demente
004-021-000	en LA LUNA
004-022		Cultivo Extraño
004-022-000	Color de la Sangre (Inhumano)
004-022-001	Miedo a Volar (Inhumano)
004-022-002	Corazones de Tinieblas (Inhumano)
004-022-003	Ira Bendita (Inhumano)
004-022-004	Amenaza Galáctica (Inhumano)
004-022-005	Choque de Acero (Inhumano)
004-022-006	Mares de Muerte (Inhumano)
004-025		Cultivo Épico
004-025-000	Iris Milagroso (Mortal)
004-026		Laboratorio de Reliquias
004-026-000	Fuerzas Espeluznantes
004-027		Campo de Pruebas
004-027-000	2.ª Ronda: Alba (Normal)
004-027-001	2.ª Ronda: Ocaso (Normal)
004-028		Campo de Pruebas
004-028-000	3.ª Ronda: Alba (Difícil)
004-028-001	3.ª Ronda: Ocaso (Difícil)
004-029		Campo de Pruebas
004-029-000	4.ª Ronda: Alba (Veterano)
004-029-001	4.ª Ronda: Ocaso (Veterano)
004-030		Campo de Pruebas
004-030-000	Última Ronda: Alba (Veterano)
004-030-001	Última Ronda: Ocaso (Veterano)
004-031		Campo de Pruebas
004-031-000	2.ª Ronda: Alba (Experto)
004-031-001	2.ª Ronda: Ocaso (Experto)
004-032		Campo de Pruebas
004-032-000	3.ª Ronda: Alba (Demencial)
004-032-001	3.ª Ronda: Ocaso (Demencial)
004-033		Campo de Pruebas
004-033-000	4.ª Ronda: Alba (Mortal)
004-033-001	4.ª Ronda: Ocaso (Mortal)
004-034		Campo de Pruebas
004-034-000	Última Ronda: Alba (Mortal)
004-034-001	Última Ronda: Ocaso (Mortal)
004-035		Campo de Pruebas
004-035-000	2.ª Ronda: Alba (Mortal)
004-035-001	2.ª Ronda: Ocaso (Mortal)
004-036		Campo de Pruebas
004-036-000	3.ª Ronda: Alba (Mortal)
004-036-001	3.ª Ronda: Ocaso (Mortal)
004-037		Campo de Pruebas
004-037-000	4.ª Ronda: Alba (Inhumano)
004-037-001	4.ª Ronda: Ocaso (Inhumano)
004-038		Campo de Pruebas
004-038-000	Última Ronda: Alba (Inhumano)
004-038-001	Última Ronda: Ocaso (Inhumano)
004-039		El Ángel y el Demonio
004-039-000	Reino de Matanza (Mortal)
004-040		La Reina y el Muerto
004-040-000	Desfile de Difuntos (Mortal)
004-041		El Rey y la Doncella
004-041-000	Bombardera (Mortal)
004-042		Los reinos de akus
004-042-000	Monte Aku
004-043		¡Barón Foca Ataca
004-043-000	Naturaleza Base (Mortal)
004-043-001	Naturaleza Cima (Inhumano)
004-043-002	Naturaleza Frontera (Inhumano)
004-044		Ataque de L. Fante Letal
004-044-000	Naturaleza Base (Mortal)
004-044-001	Naturaleza Cima (Inhumano)
004-044-002	Naturaleza Frontera (Inhumano)
004-045		Megaamenaza
004-045-000	Naturaleza Base (Mortal)
004-045-001	Naturaleza Cima (Inhumano)
004-045-002	Naturaleza Frontera (Inhumano)
004-046		Horrorpótamo
004-046-000	Naturaleza Base (Mortal)
004-046-001	Naturaleza Cima (Inhumano)
004-046-002	Naturaleza Frontera (Inhumano)
004-049		Sr. Ángel Divino Ataca
004-049-000	Naturaleza Base (Mortal)
004-049-001	Naturaleza Cima (Inhumano)
004-049-002	Naturaleza Frontera (Inhumano)
004-050		Gran Ping Pong Z. Ataca
004-050-000	Naturaleza Base (Mortal)
004-050-001	Naturaleza Cima (Inhumano)
004-050-002	Naturaleza Frontera (Inhumano)
004-052		El Muerto y el Hinchado
004-052-000	Planeta Globo (Inhumano)
004-053		La Reina y la Doncella
004-053-000	Bombardera (Mortal)
004-054		El Rey y el Ángel
004-054-000	Sin Plan A (Mortal)
004-055		Moneko Demente
004-055-000	en LA LUNA
004-056		#02 ¿En Qué Cae el 13?
004-056-000	Iglesia entre la Bruma
004-057		Ostentación de Año Nuevo
004-057-000	¡Tesoros de Año Nuevo!
004-059		Ataque de los augurios
004-059-000	Naturaleza Base (Mortal)
004-059-001	Naturaleza Cima (Inhumano)
004-059-002	Naturaleza Frontera (Inhumano)
004-060		Mapa del Cazador IV
004-060-000	Bosque de Cristales Morados
004-060-001	Desierto de Cristales Verdes
004-060-002	Bosque de Cristales Rojos
004-060-003	Desierto de Cristales Azules
004-060-004	Volcán de Cristales Amarillos

006			Dojo Afilagarras
006-000		Sala de Iniciados
006-000-000	Prueba del Viajero (Fase 1)

007			Heavenly Tower
007-000		Torre Celestial
007-000-000	Piso 1
007-000-001	Piso 2
007-000-002	Piso 3
007-000-003	Piso 4
007-000-004	Piso 5
007-000-005	Piso 6
007-000-006	Piso 7
007-000-007	Piso 8
007-000-008	Piso 9
007-000-009	Piso 10
007-000-010	Piso 11
007-000-011	Piso 12
007-000-012	Piso 13
007-000-013	Piso 14
007-000-014	Piso 15
007-000-015	Piso 16
007-000-016	Piso 17
007-000-017	Piso 18
007-000-018	Piso 19
007-000-019	Piso 20
007-000-020	Piso 21
007-000-021	Piso 22
007-000-022	Piso 23
007-000-023	Piso 24
007-000-024	Piso 25
007-000-025	Piso 26
007-000-026	Piso 27
007-000-027	Piso 28
007-000-028	Piso 29
007-000-029	Piso 30
007-000-030	Piso 31
007-000-031	Piso 32
007-000-032	Piso 33
007-000-033	Piso 34
007-000-034	Piso 35
007-000-035	Piso 36
007-000-036	Piso 37
007-000-037	Piso 38
007-000-038	Piso 39
007-000-039	Piso 40
007-000-040	Piso 41
007-000-041	Piso 42
007-000-042	Piso 43
007-000-043	Piso 44
007-000-044	Piso 45
007-000-045	Piso 46
007-000-046	Piso 47
007-000-047	Piso 48
007-000-048	Piso 49
007-000-049	Piso 50
007-001		Ciudadela Roja
007-001-000	Piso 1
007-001-001	Piso 2
007-001-002	Piso 3
007-001-003	Piso 4
007-001-004	Piso 5
007-001-005	Piso 6
007-001-006	Piso 7
007-001-007	Piso 8
007-001-008	Piso 9
007-001-009	Último Piso
007-002		Ciudadela Negra
007-002-000	Piso 1
007-002-001	Piso 2
007-002-002	Piso 3
007-002-003	Piso 4
007-002-004	Piso 5
007-002-005	Piso 6
007-002-006	Piso 7
007-002-007	Piso 8
007-002-008	Piso 9
007-002-009	Último Piso
007-003		Ciudadela de Ángeles
007-003-000	Piso 1
007-003-001	Piso 2
007-003-002	Piso 3
007-003-003	Piso 4
007-003-004	Piso 5
007-003-005	Piso 6
007-003-006	Piso 7
007-003-007	Piso 8
007-003-008	Piso 9
007-003-009	Último Piso
007-004		Ciudadela de Álienes
007-004-000	Piso 1
007-004-001	Piso 2
007-004-002	Piso 3
007-004-003	Piso 4
007-004-004	Piso 5
007-004-005	Piso 6
007-004-006	Piso 7
007-004-007	Piso 8
007-004-008	Piso 9
007-004-009	Último Piso
007-005		Ciudadela de Zombis
007-005-000	Piso 1
007-005-001	Piso 2
007-005-002	Piso 3
007-005-003	Piso 4
007-005-004	Piso 5
007-005-005	Piso 6
007-005-006	Piso 7
007-005-007	Piso 8
007-005-008	Piso 9
007-005-009	Último Piso
007-006		Torre Infernal
007-006-000	Piso 1
007-006-001	Piso 2
007-006-002	Piso 3
007-006-003	Piso 4
007-006-004	Piso 5
007-006-005	Piso 6
007-006-006	Piso 7
007-006-007	Piso 8
007-006-008	Piso 9
007-006-009	Piso 10
007-006-010	Piso 11
007-006-011	Piso 12
007-006-012	Piso 13
007-006-013	Piso 14
007-006-014	Piso 15
007-006-015	Piso 16
007-006-016	Piso 17
007-006-017	Piso 18
007-006-018	Piso 19
007-006-019	Piso 20
007-006-020	Piso 21
007-006-021	Piso 22
007-006-022	Piso 23
007-006-023	Piso 24
007-006-024	Piso 25
007-006-025	Piso 26
007-006-026	Piso 27
007-006-027	Piso 28
007-006-028	Piso 29
007-006-029	Piso 30
007-006-030	Piso 31
007-006-031	Piso 32
007-006-032	Piso 33
007-006-033	Piso 34
007-006-034	Piso 35
007-006-035	Piso 36
007-006-036	Piso 37
007-006-037	Piso 38
007-006-038	Piso 39
007-006-039	Piso 40
007-007		Ciudadela Sin Rasgos
007-007-000	Piso 1
007-007-001	Piso 2
007-007-002	Piso 3
007-007-003	Piso 4
007-007-004	Piso 5
007-007-005	Piso 6
007-007-006	Piso 7
007-007-007	Piso 8
007-007-008	Piso 9
007-007-009	Último Piso
007-008		Ciudadela Aku
007-008-000	Piso 1
007-008-001	Piso 2
007-008-002	Piso 3
007-008-003	Piso 4
007-008-004	Piso 5
007-008-005	Piso 6
007-008-006	Piso 7
007-008-007	Piso 8
007-008-008	Piso 9
007-008-009	Último Piso

011			Ranking Dojo Stages
011-000		Arena of Honor
011-000-000	Prueba Carmesí
011-001		Arena of Honor
011-001-000	Prueba Sombría
011-002		Arena of Honor
011-002-000	Prueba del Fénix
011-003		Arena of Honor
011-003-000	Plan Quinquenal
011-004		Arena of Honor
011-004-000	Weak of Spirit
011-005		Arena of Honor
011-005-000	¡6 Años de Fuerza!
011-006		Arena of Honor
011-006-000	Into the Fray: Servants Strike!
011-007		Arena of Honor
011-007-000	Aqua Paradiso
011-010		Arena of Honor
011-010-000	Ataque de los Shakurels
011-011		Arena of Honor
011-011-000	Consejo Vampírico
011-012		Arena of Honor
011-012-000	Baile Celestial
011-013		Arena of Honor
011-013-000	Zombis del Espacio
011-014		Arena of Honor
011-014-000	I Seek the Strongest
011-015		Arena of Honor
011-015-000	7, Número de la Suerte
011-016		Arena of Honor
011-016-000	MikuMiku Music Fest
011-017		Arena of Honor
011-017-000	Torneo Emotivo
011-018		Arena of Honor
011-018-000	I Seek the Strongest
011-019		Arena of Honor
011-019-000	8 No Son Suficientes
011-020		Historias Honoríficas
011-020-000	Prueba Carmesí
011-021		Historias Honoríficas
011-021-000	Prueba Sombría
011-022		Historias Honoríficas
011-022-000	Prueba del Fénix

012			Challenge Mode
012-000		Batalla de Desafío
012-000-000	Mayor puntuación

013			Uncanny Legends
013-000		Una Nueva Leyenda
013-000-000	Maldición Antigua
013-001		Aquí Hay Dragones
013-001-000	Prado de Pilaf
013-001-001	Miaudaria
013-001-002	Paso de Annin
013-001-003	Serranía de Ajillo
013-001-004	Desierto de Pasta
013-001-005	Colina de Picadillo
013-002		Bosque Interminable
013-002-000	Ruinas de Kosamina
013-002-001	Verde Mar Somero
013-002-002	Juegos de Bandidos
013-002-003	Cueva Infestada
013-002-004	Sonrisa de Suspense
013-002-005	Yann Guel
013-003		Corrientes Primigenias
013-003-000	Pueblo Marino
013-003-001	Caracola Errante
013-003-002	Mares de Palcacho
013-003-003	Guyot Utsubobo
013-003-004	Alba Limítrofe
013-003-005	Vórtice Rutsborg
013-004		Bahía Ladrido
013-004-000	Todo Surfistas
013-004-001	Olas Rebeldes
013-004-002	No Tienes Agallas
013-004-003	Mar Adentro
013-004-004	Sirena Ruidosa
013-004-005	De Cabo a Rabo
013-005		Mirada al Abismo
013-005-000	Armas Letales
013-005-001	Mural Inspirador
013-005-002	Cuevas Soleadas
013-005-003	Cimas Relucientes
013-005-004	Mal Murmurante
013-005-005	Orilla Lánguida
013-006		Neonecrópolis
013-006-000	Licopeno Nocturno
013-006-001	Metroasis
013-006-002	Rascacielos de Papel
013-006-003	Crepúsculo del Pícaro
013-006-004	Océano de Hormigón
013-006-005	Estación No Tripulada
013-007		Ley de la Selva
013-007-000	Torre del Pánico
013-007-001	Dama Encarcelada
013-007-002	Rancho Desesperanza
013-007-003	Colinas del Cazador
013-007-004	Meseta Mórbida
013-007-005	Risco Revólver
013-008		Península Pararila
013-008-000	Costa de Escolares
013-008-001	Proyecto Morsa
013-008-002	Brecha de Lochas
013-008-003	Reserva de Gaviotas
013-008-004	Hilera de Huevas
013-008-005	Reclamo de Garza
013-009		Golpe de Gato
013-009-000	Ideas del Críquet
013-009-001	Señor de la Cloaca
013-009-002	Amigos Verdes
013-009-003	Castigo por Soplón
013-009-004	Exilio Impactante
013-009-005	Jugada del Gato Rojo
013-010		Islas de Cereza
013-010-000	Baño de Magma
013-010-001	Flujo Piroclástico
013-010-002	Lluvia Cenicienta
013-010-003	Sabio de la Cumbre
013-010-004	Caldera Colérica
013-010-005	Supervolcán
013-011		Fondo de mi Corazón
013-011-000	Canción Alegre
013-011-001	Damas Cavernosas
013-011-002	Buen Humor
013-011-003	Bosque de Rencor
013-011-004	Parlanchín Ermitaño
013-011-005	Almas Primitivas
013-012		Mar Fantasma
013-012-000	Arrecife Rocoso Iwa
013-012-001	Tumba de Nautilos
013-012-002	Marineros Perdidos
013-012-003	Carpa Enjaulada
013-012-004	Muelle de Camellos
013-012-005	Zona Muerta Infinita
013-013		Complejo del Exilio
013-013-000	Redención Festiva
013-013-001	Selva Tropical Privada
013-013-002	Groseros en la Playa
013-013-003	Habitante del Ala 13
013-013-004	Spa Celestial
013-013-005	Maravillas de la Naturaleza
013-014		Sendas de Tormento
013-014-000	Desesperación
013-014-001	Insolencia de Sirenas
013-014-002	Discurso de Lord
013-014-003	Columna Agrietada
013-014-004	Guardián de la Inocencia
013-014-005	Miopía Galopante
013-015		Callejón del Cielo
013-015-000	Entrada Impaciente
013-015-001	Porche de Desmayos
013-015-002	Sofá de Resaca
013-015-003	Cocina Ordenada
013-015-004	Bañera de Fantasía
013-015-005	Tocador del Cordero
013-016		Batalla en el Baño
013-016-000	Vaporware S. L.
013-016-001	Ducha Pringosa
013-016-002	Sauna de Pie
013-016-003	Piscina Fresquita
013-016-004	Casa de Umibozu
013-016-005	Recepción de Termas
013-017		
013-017-000	Aldea Hambrienta
013-017-001	Noche de Garras
013-017-002	Suelo Rocoso
013-017-003	Cascadas Exageradas
013-017-004	Deseo Abandonado
013-017-005	Esclavo del Instinto
013-018		Ministerio Marino
013-018-000	Desembarco Invasor
013-018-001	Pesca Perpetua
013-018-002	Cueva del Tritón
013-018-003	Encanto Nocturno
013-018-004	Muelle Sangriento
013-018-005	Multitetrápodo
013-019		Academia del Diablo
013-019-000	Aula en Ruinas
013-019-001	Pez Solitario
013-019-002	Jefe Demoníaco
013-019-003	Rebelión Directiva
013-019-004	Surtido de Campanas
013-019-005	Ley del Campus
013-020		Minas de Gelatina
013-020-000	Caverna Peluda
013-020-001	Diversión Obligatoria
013-020-002	Aves de Gasolina
013-020-003	Estrellas en Cloacas
013-020-004	Pánico Posapocalíptico
013-020-005	Pala Salvavidas
013-021		Fundición Ebria
013-021-000	Caja Proletaria
013-021-001	Controlacaídas
013-021-002	Cinta Inmóvil
013-021-003	Almacén Vip
013-021-004	Restos Rebeldes
013-021-005	Chimenea al Cielo
013-022		Artefactos Hallados
013-022-000	Queja del Perdedor
013-022-001	Hueso del Perro Bravo
013-022-002	Cura del Pantano Tóxico
013-022-003	La Paciencia Prima
013-022-004	Un Barco Lejano
013-022-005	Maldición por Maldición
013-023		Reino Sin Preocupaciones
013-023-000	Autoridad y Gravedad
013-023-001	Esclavo de la Energía
013-023-002	Antorchas Arriba
013-023-003	Despotismo en Casa
013-023-004	Respiración No Autorizada
013-023-005	Colmillos en el Trono
013-024		Gimnasio de Titanio
013-024-000	Potencia Aeróbica
013-024-001	Saco de Boxeo Vengativo
013-024-002	Absorción de Proteínas
013-024-003	Ciclismo Anaeróbico
013-024-004	Calor en la Sauna
013-024-005	Entrenamiento en el Lago
013-025		Isla del Lucero del Alba
013-025-000	Cometa Curry
013-025-001	Instinto de Ícaro
013-025-002	Peaje del Puente de Arcoíris
013-025-003	Amor Planetario
013-025-004	Discoteca de Meteoritos
013-025-005	Gatos en las Estrellas
013-026		El Bosque Durmiente
013-026-000	Bosque del Príncipe
013-026-001	Aria de la Princesa
013-026-002	Belleza Malvada
013-026-003	Zapatos de Cristal
013-026-004	Gremio Enmascarado
013-026-005	Colorín Colorado
013-027		Isla Laboratorio
013-027-000	Colina de Matraces
013-027-001	Bosque Anatómico
013-027-002	Muelle de Formol
013-027-003	Pantano de la Ignorancia
013-027-004	Puente de Microscopios
013-027-005	Llama Azul
013-028		Tumbas Olvidadas
013-028-000	Caverna Durmiente
013-028-001	Cadáveres Acogedores
013-028-002	Vida de Ultratumba
013-028-003	Lápida Pintarrajeada
013-028-004	Entierro Botánico
013-028-005	Huesos Calados
013-029		Albor del Comienzo
013-029-000	Un Jugador Diligente
013-029-001	Dilema del Nacimiento
013-029-002	Oráculo de Marfil
013-029-003	Identidad Florecida
013-029-004	Liberación Pasional
013-029-005	Hipocresía Sepultada
013-030		Templo de la Supersuerte
013-030-000	Peregrinos Activistas
013-030-001	El Cura Tardío
013-030-002	Batalla de Coros
013-030-003	Diario del Aventurero
013-030-004	Traslado de Capilla
013-030-005	Decreto del Señor Oscuro
013-031		Teatro del Miedo
013-031-000	La Señal Wifi
013-031-001	El Conde Crápula
013-031-002	Actividad Casi Normal
013-031-003	La Casa del Canguelo
013-031-004	28 Siglos Después
013-031-005	Las Colinas Tienen Matojos
013-032		Ciudad del buceador
013-032-000	Diversidad y Alcalinidad
013-032-001	Playa de Arena Negra
013-032-002	Arcoíris de Chapapote
013-032-003	Refinería de Amor
013-032-004	Horas Extras Nocturnas
013-032-005	Celebridad Catódica
013-033		Nasi Goreng
013-033-000	Angkor SWAT
013-033-001	Jardín Tropical
013-033-002	Koala Lumpur
013-033-003	Arroz con Veneno
013-033-004	Pandilla del Arroz
013-033-005	Belleza Pescada
013-034		Plantación de ADN
013-034-000	Genoma Bananero
013-034-001	Fresas Artificiales
013-034-002	Cromosomas Orgánicos
013-034-003	Nanouvas
013-034-004	Granjeros Clonados
013-034-005	Vendedores de Genes
013-035		Laberinto del Bosque Viejo
013-035-000	Puerta Cerrada con Hiedra
013-035-001	Anillo de Reencarnación
013-035-002	Torres de Hojas
013-035-003	Altar de Dosel Arbóreo
013-035-004	Paso Subterráneo de Savia
013-035-005	La Cara de Dios
013-036		Castillo de Centinelas
013-036-000	Enfrentamiento con el Tirano
013-036-001	Ciclo del Desastre
013-036-002	Tres Hermanos Malvados
013-036-003	Fin del Partido
013-036-004	Frontera Entre Mundos
013-036-005	Sala de los Cuatro Reyes
013-037		Distorsión Espaciotemporal
013-037-000	El Gran Sufridor
013-037-001	Zorro Rojo Paciente
013-037-002	Aprender a Odiar
013-037-003	Estudios Multiplanar
013-037-004	Fuerzas Infernales
013-037-005	Estrellas del Infierno
013-038		Disastre Inminente
013-038-000	Sello del Altar de Akus
013-039		Bikura, Asilo del Mal
013-039-000	Cementerio de Barquitos
013-039-001	Olas Impresionantes
013-039-002	Mercado de Mojama
013-039-003	Reyerta de Marineros
013-039-004	Pescadores en Huelga
013-039-005	Caballitos de Mar
013-040		Tierra Baldía
013-040-000	Columna de Magma
013-040-001	Carmesí Ardiente
013-040-002	Sangre Hirviente
013-040-003	Cráter del Infierno
013-040-004	Dinamita del Reino Ígneo
013-040-005	Atardecer Ardiente
013-041		Camino de Rosas
013-041-000	Sin Palabras
013-041-001	Lámparas Arriba
013-041-002	Cenizas Inminentes
013-041-003	Capa de Escondite
013-041-004	Sala de Festines
013-041-005	Asa Carne, No Ciudades
013-042		Cima del Mastodonte
013-042-000	Fuente de Recuerdos
013-042-001	Pulso Caótico
013-042-002	Tras la Niebla
013-042-003	Frontera de Barro
013-042-004	Corriente de Plata
013-042-005	Zenith Inmortal
013-043		Playa del Mal Humor
013-043-000	Estrellas en el Vaso
013-043-001	Noche de Estafas
013-043-002	Amor Sin Prisas
013-043-003	Perrito Llorica
013-043-004	Enfrentamiento de Ninjas
013-043-005	Canción del Mar
013-044		Aldea Antigatos
013-044-000	Academia en Zanja
013-044-001	Pronóstico de Cosecha
013-044-002	Alimento para el Alma
013-044-003	Zona de Fumadores
013-044-004	Sacrificio de Descansos
013-044-005	Afueras de la Aldea
013-045		Bazar del rey pirata
013-045-000	Peluquería Mononoke
013-045-001	Motel Espera
013-045-002	Café Venga-Jazz
013-045-003	Retiro de los Muertos Vivientes
013-045-004	Asador Titánico
013-045-005	Día de la Inn Dependencia
013-046		Entre verdades y mentiras
013-046-000	Valle Alto total
013-046-001	Maestro de Fortaleza Demonio
013-046-002	Aviso del Sol poniente
013-046-003	Cresta de la infinidad
013-046-004	Bosques antiguos eternos
013-046-005	Pasos interminables
013-047		Humanidad Gatificada
013-047-000	Alma de Estrella
013-047-001	Apuesta de Honor
013-047-002	Corona de Vanidad
013-047-003	Eternidad Otorgada
013-047-004	Penitencia
013-047-005	Reino del Rey Simio
013-047-006	Venganza del Simio
013-047-007	Humanidad Renacida
013-048		Bosque Sagrado
013-048-000	Revivir del Origen

014			Drink Stages
014-000		Cultivo Amarillo
014-000-000	Rayos Dorados (Difícil)
014-000-001	Rayos Dorados (Experto)
014-000-002	Rayos Dorados (Demencial)
014-001		Cultivo Azul
014-001-000	Sangre Azul (Difícil)
014-001-001	Sangre Azul (Experto)
014-001-002	Sangre Azul (Demencial)
014-002		Cultivo Rojo
014-002-000	Rojo Pasión (Difícil)
014-002-001	Rojo Pasión (Experto)
014-002-002	Rojo Pasión (Demencial)
014-003		Cultivo Morado
014-003-000	A Ponerse Morados (Difícil)
014-003-001	A Ponerse Morados (Experto)
014-003-002	A Ponerse Morados (Demencial)
014-004		Cultivo Verde
014-004-000	Verde de Envidia (Difícil)
014-004-001	Verde de Envidia (Experto)
014-004-002	Verde de Envidia (Demencial)
014-005		Cara al Peligro
014-005-000	Rostro de Acero (Mortal)
014-006		¡Asedio de Hipo!
014-006-000	Hipo Supermetálico (Experto)
014-007		¡Probabilidad de tique!
014-007-000	Besos, Hipo Metálico (Difícil)
014-008		¡XP Inhumana!
014-008-000	Sabor del Triunfo (Inhumano)
014-009		Coliseo de XP
014-009-000	Forjado en Llamas (Mortal)
014-010		¡Megabote de XP!
014-010-000	Paladar Refinado (Demencial)
014-011		Fase de XP
014-011-000	Amor por la XP (Fácil)
014-011-001	Amor por la XP (Normal)
014-011-002	Amor por la XP (Difícil)
014-011-003	Amor por la XP (Veterano)
014-011-004	Amor por la XP (Experto)
014-011-005	Amor por la XP (Demencial)
014-012		Ascendente Clionel
014-012-000	Sin Plan A (Mortal)
014-013		Río Estigia
014-013-000	Reino de Matanza (Mortal)
014-014		Coronación de Reina
014-014-000	Trampa Sensual (Mortal)
014-015		Difunto Debutante
014-015-000	Desfile de Difuntos (Mortal)
014-016		Venganza del Rey Guau
014-016-000	Grand Prix N1 (Mortal)
014-017		Sueño Profundo
014-017-000	Bombardera (Mortal)
014-018		Catástrofe Carmesí
014-018-000	Ataque al Ciclón R (Experto)
014-019		Paraíso de Oscuridad
014-019-000	Ataque al Ciclón N (Experto)
014-020		Inigualable
014-020-000	Ataque al Ciclón B (Experto)
014-021		Ira de los Cielos
014-021-000	Vorágine Inminente (Experto)
014-022		Dulce Ironía
014-022-000	Ataque al Titanio (Demencial)
014-023		Dimensión Desesperada
014-023-000	Agujero Negro Creciente (Demencial)
014-024		Gato Demente
014-024-000	Posesión Infernal (Demencial)
014-025		Gato Defensor Demente
014-025-000	Defensa Absoluta (Demencial)
014-026		Gato Hachero Demente
014-026-000	Frenético (Demencial)
014-027		Gatilargo Demente
014-027-000	Festival Gatilargo (Demencial)
014-028		Gato Lechero Demente
014-028-000	Cabeza Loca (Demencial)
014-029		Gato Pájaro Demente
014-029-000	Aleteo Gatuno (Demencial)
014-030		Piscigato Demente
014-030-000	Locura de Peces (Demencial)
014-031		Gato Lagarto Demente
014-031-000	¿Mamíferos? (Demencial)
014-032		Gato Titán Demente
014-032-000	Gatos Locos (Demencial)
014-033		Impacto Azul
014-033-000	Planeta Globo (Inhumano)
014-034		Moneko Demente
014-034-000	en JAPÓN
