000			Story of Legends
004-000-000	Jubilé du Chagrume
004-000-001	Jubilé du Chagrume
004-000-002	Jubilé du Chagrume
004-001		Croissance violette
004-001-000	Jubilé du Chagrume
004-001-001	Jubilé du Chagrume
004-001-002	Jubilé du Chagrume
004-002		Croissance rouge
004-002-000	Jubilé du Chagrume
004-002-001	Jubilé du Chagrume
004-002-002	Jubilé du Chagrume
004-003		Croissance bleue
004-003-000	Jubilé du Chagrume
004-003-001	Jubilé du Chagrume
004-003-002	Jubilé du Chagrume
004-004		Croissance jaune
004-004-000	Jubilé du Chagrume
004-004-001	Jubilé du Chagrume
004-004-002	Jubilé du Chagrume
004-005		De mal en pis
004-005-000	Paradis maudit (maniaque)
004-006		Jour du jugement
004-006-000	Fléau félin (maniaque)
004-007		Technévrose
004-007-000	Espace mon amour (maniaque)
004-008		Buffet de Chagrumes
004-008-000	Éclair violet (difficile)
004-009		Buffet de Chagrumes
004-009-000	Passion rouge (difficile)
004-010		Buffet de Chagrumes
004-010-000	Illusion bleue (difficile)
004-011		Buffet de Chagrumes
004-011-000	Rayons d’or (difficile)
004-012		Buffet de Chagrumes
004-012-000	Éclair violet (expert)
004-013		Buffet de Chagrumes
004-013-000	Passion rouge (expert)
004-014		Buffet de Chagrumes
004-014-000	Illusion bleue (expert)
004-015		Buffet de Chagrumes
004-015-000	Rayons d’or (expert)
004-016		Buffet de Chagrumes
004-016-000	Éclair violet (maniaque)
004-017		Buffet de Chagrumes
004-017-000	Passions rouges (maniaque)
004-018		Buffet de Chagrumes
004-018-000	Illusion bleue (maniaque)
004-019		Buffet de Chagrumes
004-019-000	Rayons d’or (maniaque)
004-020		Buffet de Chagrumes
004-020-000	Jubilé du Chagrume
004-020-001	Jubilé du Chagrume
004-020-002	Jubilé du Chagrume
004-021		Moneko maboule
004-021-000	Dans la lune
004-022		Croissance étrange
004-022-000	Couleur sang (sans répit)
004-022-001	La peur de voler (sans répit)
004-022-002	Cœurs ténébreux (sans répit)
004-022-003	Rage divine (sans répit)
004-022-004	Menace galactique (sans répit)
004-022-005	Choc d’acier (sans répit)
004-022-006	Mers de la mort (sans répit)
004-025		Croissance épique
004-025-000	Iris miracle (mortel)
004-026		Labo des reliques
004-026-000	Forces surnaturelles
004-027		Zone d'essais
004-027-000	2e manche : Aube (normal)
004-027-001	2e manche : Couchant (normal)
004-028		Zone d'essais
004-028-000	3e manche : Aube (difficile)
004-028-001	3e manche : Couchant (difficile)
004-029		Zone d'essais
004-029-000	4e manche : Aube (vétéran)
004-029-001	4e manche : Couchant (vétéran)
004-030		Zone d'essais
004-030-000	Dern. manche : Aube (vétéran)
004-030-001	Dern. manche : Couchant (vétéran)
004-031		Zone d'essais
004-031-000	2e manche : Aube (expert)
004-031-001	2e manche : Couchant (expert)
004-032		Zone d'essais
004-032-000	3e manche : Aube (maniaque)
004-032-001	3e manche : Couchant (maniaque)
004-033		Zone d'essais
004-033-000	4e manche : Aube (mortel)
004-033-001	4e manche : Couchant (mortel)
004-034		Zone d'essais
004-034-000	Dern. manche : Aube (mortel)
004-034-001	Dern. manche : Couchant (mortel)
004-035		Zone d'essais
004-035-000	2e manche : Aube (mortel)
004-035-001	2e manche : Couchant (mortel)
004-036		Zone d'essais
004-036-000	3e manche : Aube (mortel)
004-036-001	3e manche : Couchant (mortel)
004-037		Zone d'essais
004-037-000	4e manche : Aube (sans répit)
004-037-001	4e manche : Couchant (sans répit)
004-038		Zone d'essais
004-038-000	Dern. manche : Aube (sans répit)
004-038-001	Dern. manche : Couchant (sans rép.)
004-039		L'ange et le démon
004-039-000	Au pays du carnage (mortel)
004-040		La reine et la mort
004-040-000	Défilé des morts (mortel)
004-041		Le roi et la jeune fille
004-041-000	Poseuse de bombe (mortel)
004-042		Les Royaumes Aku
004-042-000	Mont Aku
004-043		Attaque du Baron phoque
004-043-000	Nature au berceau (mortel)
004-043-001	Nature au sommet (sans répit)
004-043-002	Nature frontière (sans répit)
004-044		Éléphunèbre frappe
004-044-000	Nature au berceau (mortel)
004-044-001	Nature au sommet (sans répit)
004-044-002	Nature frontière (sans répit)
004-045		Méga menace
004-045-000	Nature au berceau (mortel)
004-045-001	Nature au sommet (sans répit)
004-045-002	Nature frontière (sans répit)
004-046		Hippoporreur
004-046-000	Nature au berceau (mortel)
004-046-001	Nature au sommet (sans répit)
004-046-002	Nature frontière (sans répit)
004-049		Attaque de l'Archange divin
004-049-000	Nature au berceau (mortel)
004-049-001	Nature au sommet (sans répit)
004-049-002	Nature frontière (sans répit)
004-050		Attaque du Grand Peng Z
004-050-000	Nature au berceau (mortel)
004-050-001	Nature au sommet (sans répit)
004-050-002	Nature frontière (sans répit)
004-052		Morts et boursouflés
004-052-000	Planète poisson (sans répit)
004-053		La reine et la jeune fille
004-053-000	Poseuse de bombe (mortel)
004-054		Le roi et l'ange
004-054-000	Pas de plan A (mortel)
004-055		Moneko maboule
004-055-000	Dans la lune
004-056		#02 ??? le 13e
004-056-000	Dans l'église embrumée
004-057		Bling-bling du Nouvel An
004-057-000	Joie ! Butin du Nouvel An !
004-059		Attaque des présages
004-059-000	Nature au berceau (mortel)
004-059-001	Nature au sommet (sans répit)
004-059-002	Nature frontière (sans répit)
004-060		Carte du chasseur IV
004-060-000	Forêt de cristal violette
004-060-001	Désert de cristal vert
004-060-002	Forêt de cristal rouge
004-060-003	Désert de cristal bleu
004-060-004	Volcan de cristal jaune

006			Dojo Griffélin
006-000		Salle des initiés
006-000-000	Épreuve du vagabond (niveau 1)

007			Heavenly Tower
007-000		Tour céleste
007-000-000	1er étage
007-000-001	2e étage
007-000-002	3e étage
007-000-003	4e étage
007-000-004	5e étage
007-000-005	6e étage
007-000-006	7e étage
007-000-007	8e étage
007-000-008	9e étage
007-000-009	10e étage
007-000-010	11e étage
007-000-011	12e étage
007-000-012	13e étage
007-000-013	14e étage
007-000-014	15e étage
007-000-015	16e étage
007-000-016	17e étage
007-000-017	18e étage
007-000-018	19e étage
007-000-019	20e étage
007-000-020	21e étage
007-000-021	22e étage
007-000-022	23e étage
007-000-023	24e étage
007-000-024	25e étage
007-000-025	26e étage
007-000-026	27e étage
007-000-027	28e étage
007-000-028	29e étage
007-000-029	30e étage
007-000-030	31e étage
007-000-031	32e étage
007-000-032	33e étage
007-000-033	34e étage
007-000-034	35e étage
007-000-035	36e étage
007-000-036	37e étage
007-000-037	38e étage
007-000-038	39e étage
007-000-039	40e étage
007-000-040	41e étage
007-000-041	42e étage
007-000-042	43e étage
007-000-043	44e étage
007-000-044	45e étage
007-000-045	46e étage
007-000-046	47e étage
007-000-047	48e étage
007-000-048	49e étage
007-000-049	50e étage
007-001		Citadelle rouge
007-001-000	1er étage
007-001-001	2e étage
007-001-002	3e étage
007-001-003	4e étage
007-001-004	5e étage
007-001-005	6e étage
007-001-006	7e étage
007-001-007	8e étage
007-001-008	9e étage
007-001-009	Dernier étage
007-002		Citadelle noire
007-002-000	1er étage
007-002-001	2e étage
007-002-002	3e étage
007-002-003	4e étage
007-002-004	5e étage
007-002-005	6e étage
007-002-006	7e étage
007-002-007	8e étage
007-002-008	9e étage
007-002-009	Dernier étage
007-003		Citadelle ange
007-003-000	1er étage
007-003-001	2e étage
007-003-002	3e étage
007-003-003	4e étage
007-003-004	5e étage
007-003-005	6e étage
007-003-006	7e étage
007-003-007	8e étage
007-003-008	9e étage
007-003-009	Dernier étage
007-004		Citadelle alien
007-004-000	1er étage
007-004-001	2e étage
007-004-002	3e étage
007-004-003	4e étage
007-004-004	5e étage
007-004-005	6e étage
007-004-006	7e étage
007-004-007	8e étage
007-004-008	9e étage
007-004-009	Dernier étage
007-005		Citadelle zombie
007-005-000	1er étage
007-005-001	2e étage
007-005-002	3e étage
007-005-003	4e étage
007-005-004	5e étage
007-005-005	6e étage
007-005-006	7e étage
007-005-007	8e étage
007-005-008	9e étage
007-005-009	Dernier étage
007-006		Tour infernale
007-006-000	1er étage
007-006-001	2e étage
007-006-002	3e étage
007-006-003	4e étage
007-006-004	5e étage
007-006-005	6e étage
007-006-006	7e étage
007-006-007	8e étage
007-006-008	9e étage
007-006-009	10e étage
007-006-010	11e étage
007-006-011	12e étage
007-006-012	13e étage
007-006-013	14e étage
007-006-014	15e étage
007-006-015	16e étage
007-006-016	17e étage
007-006-017	18e étage
007-006-018	19e étage
007-006-019	20e étage
007-006-020	21e étage
007-006-021	22e étage
007-006-022	23e étage
007-006-023	24e étage
007-006-024	25e étage
007-006-025	26e étage
007-006-026	27e étage
007-006-027	28e étage
007-006-028	29e étage
007-006-029	30e étage
007-006-030	31e étage
007-006-031	32e étage
007-006-032	33e étage
007-006-033	34e étage
007-006-034	35e étage
007-006-035	36e étage
007-006-036	37e étage
007-006-037	38e étage
007-006-038	39e étage
007-006-039	40e étage
007-007		Citadelle sans caract.
007-007-000	1er étage
007-007-001	2e étage
007-007-002	3e étage
007-007-003	4e étage
007-007-004	5e étage
007-007-005	6e étage
007-007-006	7e étage
007-007-007	8e étage
007-007-008	9e étage
007-007-009	Dernier étage
007-008		Citadelle aku
007-008-000	1er étage
007-008-001	2e étage
007-008-002	3e étage
007-008-003	4e étage
007-008-004	5e étage
007-008-005	6e étage
007-008-006	7e étage
007-008-007	8e étage
007-008-008	9e étage
007-008-009	Dernier étage

011			Ranking Dojo Stages
011-000		Arène de l'honneur
011-000-000	Épreuve écarlate
011-001		Arène de l'honneur
011-001-000	Épreuve de l’ombre
011-002		Arène de l'honneur
011-002-000	Épreuve du phénix
011-003		Arène de l'honneur
011-003-000	Plan quinquennal
011-004		Arène de l'honneur
011-004-000	Weak of Spirit
011-005		Arène de l'honneur
011-005-000	Six ans de force
011-006		Arène de l'honneur
011-006-000	Into the Fray: Servants Strike!
011-007		Arène de l'honneur
011-007-000	Aqua Paradiso
011-010		Arène de l'honneur
011-010-000	Attaque des Shakurels
011-011		Arène de l'honneur
011-011-000	Conseil des vampires
011-012		Arène de l'honneur
011-012-000	Danse céleste
011-013		Arène de l'honneur
011-013-000	Morts de l’espace
011-014		Arène de l'honneur
011-014-000	I Seek the Strongest
011-015		Arène de l'honneur
011-015-000	Numéro 7 chanceux
011-016		Arène de l'honneur
011-016-000	MikuMiku Music Fest
011-017		Arène de l'honneur
011-017-000	Tournoi des larmes
011-018		Arène de l'honneur
011-018-000	I Seek the Strongest
011-019		Arène de l'honneur
011-019-000	8 ne suffisent pas
011-020		Honorables lègendes
011-020-000	Épreuve écarlate
011-021		Honorables lègendes
011-021-000	Épreuve de l’ombre
011-022		Honorables lègendes
011-022-000	Épreuve du phénix

012			Challenge Mode
012-000		Bataille défi
012-000-000	Meilleur score

013			Uncanny Legends
013-000		Une nouvelle légende
013-000-000	Un mal ancien
013-001		Traversée de dragons
013-001-000	Champ Pilaf
013-001-001	Nyandaria
013-001-002	Col d’Annin
013-001-003	Monts à l’ail
013-001-004	Désert des pâtes
013-001-005	Colline émincée
013-002		Le bois infini
013-002-000	Ruines Kosamin
013-002-001	Pré des hauts-fonds
013-002-002	Jouer aux bandits
013-002-003	Vallon bogué
013-002-004	Rictus flippant
013-002-005	Jean Goule
013-003		Courants primitifs
013-003-000	Cité marine
013-003-001	Conque errante
013-003-002	Eaux de Palcaccio
013-003-003	Mont marin Utsubobo
013-003-004	Aube frontalière
013-003-005	Vortex Rutsborg
013-004		Baie des aboiements
013-004-000	Plage peuplée
013-004-001	Vagues mutines
013-004-002	Bouées et ouïes
013-004-003	On the rocks
013-004-004	Sirène hippocampe
013-004-005	Jeune seiche
013-005		Observation abyssale
013-005-000	Armes mortelles
013-005-001	Tableau inspirant
013-005-002	Grottes ensoleillées
013-005-003	Pics scintillants
013-005-004	Mal qui murmure
013-005-005	Lac alangui
013-006		Néo-Nécropole
013-006-000	Lycopène de minuit
013-006-001	Métroasis
013-006-002	Gratte-ciel en papier
013-006-003	Crépuscule rebelle
013-006-004	Océan de béton
013-006-005	Station inhabitée
013-007		Loi des friches
013-007-000	Tour panique
013-007-001	Dame en tôle
013-007-002	Ranch sans espoir
013-007-003	Colline du chasseur
013-007-004	Plateau morbide
013-007-005	Crête du revolver
013-008		Péninsule de Pararila
013-008-000	Côte de l’escolier
013-008-001	Projet Morse
013-008-002	Brèche de la loche
013-008-003	Réserve de la mouette
013-008-004	Rangée d’œufs
013-008-005	Appel du héron
013-009		Coup de Chat
013-009-000	Idéologie du criquet
013-009-001	Seigneur du caniveau
013-009-002	Amis légumes
013-009-003	Mort aux mouchards
013-009-004	Exil choquant
013-009-005	Tactique du Chat rouge
013-010		Îles cerises
013-010-000	Bain de magma
013-010-001	Nuage pyroclastique
013-010-002	Pluie cendrée
013-010-003	Le sage du pic
013-010-004	Caldera colérique
013-010-005	Supervolcan
013-011		Du fond du cœur
013-011-000	Chanson joyeuse
013-011-001	Filles des cavernes
013-011-002	La grande forme
013-011-003	Bois des rancœurs
013-011-004	Ermite bavard
013-011-005	Âmes primitives
013-012		Mer fantôme
013-012-000	Récif rocheux d’Iwa
013-012-001	Tombeau du Nautilus
013-012-002	Marins perdus
013-012-003	Carpe en cage
013-012-004	Quai des chameaux
013-012-005	Zone morte infinie
013-013		Hôtel de l'exil
013-013-000	Rédemption vacancière
013-013-001	Forêt tropicale privée
013-013-002	Peur sur la plage
013-013-003	Résident méchant
013-013-004	Spa de l’ascension
013-013-005	Merveilles naturelles
013-014		Routes du tourment
013-014-000	Tirage de cheveux
013-014-001	Sauce sirène
013-014-002	Lecture du Lord
013-014-003	Colonne fissurée
013-014-004	Gardien de l’innocence
013-014-005	Myopie totale
013-015		Ruelle du paradis
013-015-000	Entrée avide
013-015-001	Faible porche
013-015-002	Canapé des lendemains
013-015-003	Cuisine nickel
013-015-004	Baignoire fantaisie
013-015-005	Boudoir des agneaux
013-016		Bataille de baignoire
013-016-000	Coin des vapeurs
013-016-001	Douche collante
013-016-002	Sauna debout
013-016-003	Bain frisquet
013-016-004	Chez Umi-bozu
013-016-005	Retour aux sources
013-017		
013-017-000	Village affamé
013-017-001	La nuit des griffes
013-017-002	Surface rocheuse
013-017-003	Chutes de l’exagération
013-017-004	Désir abandonné
013-017-005	Esclave de l’instinct
013-018		Ministère marin
013-018-000	Invasion par la plage
013-018-001	Pêche éternelle
013-018-002	Repaire du triton
013-018-003	Appât nocturne
013-018-004	Le quai sanglant
013-018-005	Multitétrapode
013-019		L’Académie satanique
013-019-000	Une classe en ruines
013-019-001	Poisson solitaire
013-019-002	Chef démoniaque
013-019-003	Rébellion du proviseur
013-019-004	Qui sonne la cloche
013-019-005	Loi du campus
013-020		Mines de gélatine
013-020-000	Caverne en fureur
013-020-001	Amusement obligatoire
013-020-002	Oiseaux au gaz
013-020-003	Étoiles dans le caniveau
013-020-004	Panique post-apocalyptique
013-020-005	Pelle salvatrice
013-021		Fonderie d’ivrogne
013-021-000	Boîte prolétaire
013-021-001	Contrôleur de stabilité
013-021-002	Tapis roulant immobile
013-021-003	Entrepôt VIP
013-021-004	Ferrailles rebelles
013-021-005	Cheminée paradisiaque
013-022		Trouvailles d’artéfacts
013-022-000	Complainte du perdant
013-022-001	L’os du bon chien
013-022-002	Remède du marais
013-022-003	La patience d’abord
013-022-004	Un bateau de trop
013-022-005	Maudis le mal diseur
013-023		Au pays du Sansouci
013-023-000	Autorité et gravité
013-023-001	Esclave du Charburant
013-023-002	Brandissons les torches
013-023-003	Despotisme maison
013-023-004	Respiration interdite
013-023-005	Mordu du trône
013-024		Lever de poids
013-024-000	Tapis de course
013-024-001	Défouloir
013-024-002	Cartel de protéines
013-024-003	Cyclisme anaérobique
013-024-004	Poirier sauna
013-024-005	Camp d’entraînement lacustre
013-025		Île de l’étoile du matin
013-025-000	Comète curry
013-025-001	Instinct d’Icare
013-025-002	Pont arc-en-ciel à péage
013-025-003	Amour du planétarium
013-025-004	Disco météores
013-025-005	Les Chats dans les étoiles
013-026		Dans la Forêt endormie
013-026-000	Les bois princiers
013-026-001	Aria de la princesse
013-026-002	Beauté maléfique
013-026-003	Pantoufles de verre
013-026-004	Guilde des masques
013-026-005	Un conte de fées
013-027		Île laboratoire
013-027-000	Colline de la fiole
013-027-001	Forêt anatomique
013-027-002	Marina du formol
013-027-003	Marais de l’ignorance
013-027-004	Pont du microscope
013-027-005	Bleu brûlant
013-028		Tombeaux oubliés
013-028-000	Caverne ensommeillée
013-028-001	Cadavres douillets
013-028-002	Deuxième non-vie
013-028-003	Tombe abîmée
013-028-004	Enterrement botanique
013-028-005	Os détrempés
013-029		L’aube du commencement
013-029-000	Une prière prévenante
013-029-001	Dilemme de naissance
013-029-002	L’oracle d’ivoire
013-029-003	Esprit épanoui
013-029-004	Libération passionnée
013-029-005	Hypocrisie enfouie
013-030		Le temple de la chance
013-030-000	Agitateurs pèlerins
013-030-001	Le prêtre en retard
013-030-002	Bataille de chœur
013-030-003	Journal de l'aventurier
013-030-004	Changement de chapelle
013-030-005	Décret du sombre seigneur
013-031		Théâtre de la peur
013-031-000	Anneau à spirales
013-031-001	Jour de paie le 13
013-031-002	Activité normale
013-031-003	Maison assombrie
013-031-004	Hurlement interne
013-031-005	Un tas de boyaux
013-032		Cité du plongeur
013-032-000	Diversité, alcalinité
013-032-001	Plage du sable ferreux
013-032-002	Arc-en-ciel pétrolier
013-032-003	Raffinerie de l'amour
013-032-004	Heures sup. de nuit
013-032-005	Influenceur cathodique
013-033		Riz-frit-chissement
013-033-000	R.A.I.D à Angkor
013-033-001	Jardin tropical
013-033-002	Kuala Lum-cool
013-033-003	Poison de riz
013-033-004	Ail des Thaï
013-033-005	Beauté poissonnière
013-034		Plantation d'ADN
013-034-000	Génome de banane
013-034-001	Fraises artificielles
013-034-002	Chromosomes organiques
013-034-003	Nano-raisins
013-034-004	Fermiers clonés
013-034-005	Vendeur de gènes
013-035		Labyrinthe de l'ancienne forêt
013-035-000	La porte au lierre
013-035-001	Anneau de réincarnation
013-035-002	Tours douce-feuille
013-035-003	Autel canopée
013-035-004	Passage végétal
013-035-005	Visage divin
013-036		Château des sentinelles
013-036-000	Face au tyran
013-036-001	Cycle désastreux
013-036-002	Trois mauvais frères
013-036-003	Bagarre en douceur
013-036-004	Frontière entre deux mondes
013-036-005	Chambre des quatre rois
013-037		Distorsion spatiotemporelle
013-037-000	Le grand souffrant
013-037-001	Patient renard rouge
013-037-002	Le mal fraîchement appris
013-037-003	Studios sur plusieurs plans
013-037-004	Forces infernales
013-037-005	Étoiles de l'Enfer
013-038		Désastre imminent
013-038-000	Sceau de l’Autel Aku
013-039		Bikura, Asile du mal
013-039-000	Cimetière des petits bateaux
013-039-001	Vagues époustouflantes
013-039-002	Marché au poisson séché
013-039-003	Querelle brise-lames
013-039-004	Grève des pécheurs
013-039-005	Hippocampes attrapés
013-040		Chaleur mortelle
013-040-000	Pilier magmatique
013-040-001	Rouge brûlant
013-040-002	Bouillon sanguin
013-040-003	Cratère infernal
013-040-004	Dynamite du pays du feu
013-040-005	Crépuscule brûlant
013-041		Route couleur rose
013-041-000	Langues muettes
013-041-001	Hissez les lampes
013-041-002	Cendres droit devant
013-041-003	Cape de camouflage
013-041-004	Salle du festin
013-041-005	Viande grillée, villes sauves
013-042		Pic de Béhémoth
013-042-000	Fontaine des souvenirs
013-042-001	Pouls chaotique
013-042-002	Par-delà le brouillard
013-042-003	En bordure
013-042-004	Courant d'argent
013-042-005	Zénith immortel
013-043		Plage modiste
013-043-000	Étoiles dans le verre
013-043-001	Nuit des arnaqueurs
013-043-002	L'amour peut attendre
013-043-003	Un chiot et des larmes
013-043-004	Duel shinobi
013-043-005	Blues de la mer antique
013-044		Village chasse-Chats
013-044-000	Académie troglodyte
013-044-001	Prévision de récolte
013-044-002	Soul food en argile
013-044-003	Zone fumeur du chef
013-044-004	Sacrifice d'aire de repos
013-044-005	Sors de ce village
013-045		Bazar du roi pirate
013-045-000	Styliste Mononoke
013-045-001	Motel Ma et Louise
013-045-002	Café Aven-Jazz
013-045-003	Retraite des morts-vivants
013-045-004	Grill Titanic
013-045-005	La gargote des mondes
013-046		Entre vérité et mensonge
013-046-000	Vallée des points finaux
013-046-001	Donjon du seigneur démoniaque
013-046-002	Avertissement du crépuscule
013-046-003	Falaise de l'infini
013-046-004	Forêt primaire éternelle
013-046-005	Bruits de pas sans fin
013-047		Humanité chattifiée
013-047-000	Âme de l’idole
013-047-001	Pari sur l’honneur
013-047-002	Couronne de vanité
013-047-003	Don d’éternité
013-047-004	Expiation des péchés
013-047-005	Règne du seigneur gorille
013-047-006	Revanche du seigneur gorille
013-047-007	Les origines du Mâle
013-048		Forêt sacrée
013-048-000	Retour aux sources

014			Night Stages
014-000		Croissance jaune
014-000-000	Rayons d’or (difficile)
014-000-001	Rayons d’or (expert)
014-000-002	Rayons d’or (maniaque)
014-001		Croissance bleue
014-001-000	Illusion bleue (difficile)
014-001-001	Illusion bleue (expert)
014-001-002	Illusion bleue (maniaque)
014-002		Croissance rouge
014-002-000	Passion rouge (difficile)
014-002-001	Passion rouge (expert)
014-002-002	Passions rouges (maniaque)
014-003		Croissance violette
014-003-000	Éclair violet (difficile)
014-003-001	Éclair violet (expert)
014-003-002	Éclair violet (maniaque)
014-004		Croissance verte
014-004-000	Vert de jalousie (difficile)
014-004-001	Vert de jalousie (expert)
014-004-002	Vert de jalousie (maniaque)
014-005		Face au danger
014-005-000	Visage d’acier (mortel)
014-006		Siège de Hippo !
014-006-000	Super hippo métal (expert)
014-007		Chance de ticket Chapsule !
014-007-000	Amour et hippo métal (difficile)
014-008		XP Sans répitle !
014-008-000	Le goût du succès (sans répit)
014-009		Colisée XP
014-009-000	Trempé dans la flamme (mortel)
014-010		Mega-Guerrilla XP !
014-010-000	Palais raffiné (maniaque)
014-011		Guerrilla d'XP
014-011-000	Douceur XP (facile)
014-011-001	Douceur XP (normal)
014-011-002	Douceur XP (difficile)
014-011-003	Douceur XP (vétéran)
014-011-004	Douceur XP (expert)
014-011-005	Douce XP (maniaque)
014-012		Clionel ascendant
014-012-000	Pas de plan A (mortel)
014-013		Fleuve Styx
014-013-000	Au pays du carnage (mortel)
014-014		Couronnement de la reine
014-014-000	Piège à miel (mortel)
014-015		Mort pour sa première
014-015-000	Défilé des morts (mortel)
014-016		Revanche du Roi Wahwah
014-016-000	Grand Prix N-1 (mortel)
014-017		Profonde rêverie
014-017-000	Poseuse de bombe (mortel)
014-018		Catastrophe écarlate
014-018-000	Attaque sur Cyclone-R (expert)
014-019		Paradis des ténèbres
014-019-000	Attaque sur Cyclone-B (expert)
014-020		Sans égal
014-020-000	Attaque sur Cyclone-W (expert)
014-021		Colère des cieux
014-021-000	Maelstrom en approche (expert)
014-022		Douce ironie
014-022-000	Attaque sur Titanium (maniaque)
014-023		Dimension désespoir
014-023-000	Place au trou noir (maniaque)
014-024		Chat maboul
014-024-000	Sombres âmes (maniaque)
014-025		Chat tank maboul
014-025-000	Défense absolue (maniaque)
014-026		Chat borgne maboul
014-026-000	La Fureur (maniaque)
014-027		Grand Chat maboul
014-027-000	Dingo Festival (maniaque)
014-028		Chat vache maboul
014-028-000	Secoue-tête (maniaque)
014-029		Chat oiseau maboul
014-029-000	Flappy Cat (maniaque)
014-030		Chat poisson maboul
014-030-000	Enfer poissonneux (maniaque)
014-031		Chat lézard maboul
014-031-000	Mammifères ? (maniaque)
014-032		Chat titan maboul
014-032-000	Chats cinglés (maniaque)
014-033		Impact bleu
014-033-000	Planète poisson (sans répit)
014-034		Moneko maboule
014-034-000	Au Japon
014-034-001	À Londres
014-034-002	À New York
014-035		Rouge levant
014-035-000	Orage en approche (maniaque)
014-036		Rouge levant
014-036-000	Tempête impie (maniaque)
014-037		Rouge levant
014-037-000	Antre de Charybde (sans répit)
014-038		Rouge levant
014-038-000	Colère des Enfers (mortel)
014-039		Rouge levant
014-039-000	Coule tel un ruisseau (sans répit)
014-040		Rouge levant
014-040-000	Fatal faucon (mortel)
014-041		Rouge levant
014-041-000	Vulcaniseur (mortel)
014-042		Rouge levant
014-042-000	Guerre injuste (mortel)
014-043		Rouge levant
014-043-000	Fête du muscle (mortel)
014-044		Rouge levant
014-044-000	Plein de lions (mortel)
014-045		Rouge levant
014-045-000	Bêtes des bois (mortel)
014-046		Rouge levant
014-046-000	Île de l’ogre (mortel)
014-047		Rouge levant
014-047-000	Draconien (mortel)
014-048		Rouge levant
014-048-000	Résident félin (mortel)
014-049		Rouge levant
014-049-000	Trou de ver ouvert (mortel)
014-050		Moisson d'XP !
014-050-000	Tentation du diablotin
014-050-001	Tentation du démon
014-050-002	Tentation de l'archidiable

024			Baron Boss Stages
024-000		Attaque du Baron phoque !
024-000-000	Alerte rouge 1
024-000-001	Alerte rouge 2
024-000-002	Alerte rouge 3
024-000-003	Alerte rouge 4
024-000-004	Alerte rouge 5
024-000-005	Alerte rouge 6
024-000-006	Alerte rouge 7
024-000-007	Alerte rouge 8
024-000-008	Alerte rouge 9
024-000-009	Alerte rouge 10
024-000-010	Alerte rouge 11
024-000-011	Alerte rouge 12
024-000-012	Alerte rouge 13
024-000-013	Alerte rouge 14
024-000-014	Alerte rouge 15
024-000-015	Alerte rouge 16
024-000-016	Alerte rouge 17
024-000-017	Alerte rouge 18
024-000-018	Alerte rouge 19
024-000-019	Alerte rouge 20
024-001		Attaque du Baron phoque !!
024-001-000	Alerte rouge 21
024-001-001	Alerte rouge 22
024-001-002	Alerte rouge 23
024-001-003	Alerte rouge 24
024-001-004	Alerte rouge 25
024-001-005	Alerte rouge 26
024-001-006	Alerte rouge 27
024-001-007	Alerte rouge 28
024-001-008	Alerte rouge 29
024-001-009	Alerte rouge 30
024-001-010	Alerte rouge 31
024-001-011	Alerte rouge 32
024-001-012	Alerte rouge 33
024-001-013	Alerte rouge 34
024-001-014	Alerte rouge 35
024-001-015	Alerte rouge 36
024-001-016	Alerte rouge 37
024-001-017	Alerte rouge 38
024-001-018	Alerte rouge 39
024-001-019	Alerte rouge 40
024-002		Attaque du Baron phoque !!!
024-002-000	Alerte rouge 41
024-002-001	Alerte rouge 42
024-002-002	Alerte rouge 43
024-002-003	Alerte rouge 44
024-002-004	Alerte rouge 45
024-002-005	Alerte rouge 46
024-002-006	Alerte rouge 47
024-002-007	Alerte rouge 48
024-002-008	Alerte rouge 49
024-002-009	Alerte rouge 50
024-002-010	Alerte rouge 51
024-002-011	Alerte rouge 52
024-002-012	Alerte rouge 53
024-002-013	Alerte rouge 54
024-002-014	Alerte rouge 55
024-002-015	Alerte rouge 56
024-002-016	Alerte rouge 57
024-002-017	Alerte rouge 58
024-002-018	Alerte rouge 59
024-002-019	Alerte rouge 60
024-003		Éléphunèbre frappe !
024-003-000	Saccage niv. 1
024-003-001	Saccage niv. 2
024-003-002	Saccage niv. 3
024-003-003	Saccage niv. 4
024-003-004	Saccage niv. 5
024-003-005	Saccage niv. 6
024-003-006	Saccage niv. 7
024-003-007	Saccage niv. 8
024-003-008	Saccage niv. 9
024-003-009	Saccage niv. 10
024-003-010	Saccage niv. 11
024-003-011	Saccage niv. 12
024-003-012	Saccage niv. 13
024-003-013	Saccage niv. 14
024-003-014	Saccage niv. 15
024-003-015	Saccage niv. 16
024-003-016	Saccage niv. 17
024-003-017	Saccage niv. 18
024-003-018	Saccage niv. 19
024-003-019	Saccage niv. 20
024-004		Éléphunèbre frappe !!
024-004-000	Saccage niv. 21
024-004-001	Saccage niv. 22
024-004-002	Saccage niv. 23
024-004-003	Saccage niv. 24
024-004-004	Saccage niv. 25
024-004-005	Saccage niv. 26
024-004-006	Saccage niv. 27
024-004-007	Saccage niv. 28
024-004-008	Saccage niv. 29
024-004-009	Saccage niv. 30
024-004-010	Saccage niv. 31
024-004-011	Saccage niv. 32
024-004-012	Saccage niv. 33
024-004-013	Saccage niv. 34
024-004-014	Saccage niv. 35
024-004-015	Saccage niv. 36
024-004-016	Saccage niv. 37
